VTDID,Enacted,Plan1,Plan2,Plan3,Plan4,Plan5,Plan6
270010005,8,3,3,7,4,4,7
270010010,8,3,3,7,4,4,7
270010015,8,3,3,7,4,4,1
270010020,8,3,3,7,4,4,7
270010025,8,3,3,7,4,4,7
270010030,8,3,3,7,4,4,7
270010035,8,3,3,7,4,4,1
270010038,8,3,3,7,4,4,7
270010040,8,3,3,7,4,4,7
270010045,8,3,3,7,4,4,7
270010050,8,3,3,7,4,4,7
270010055,8,3,3,7,4,4,7
270010060,8,3,3,7,4,2,7
270010065,8,3,3,7,4,4,1
270010070,8,3,3,7,4,4,1
270010075,8,3,3,7,4,2,7
270010080,8,3,3,7,4,4,7
270010082,8,3,3,7,4,2,7
270010085,8,3,3,7,4,4,7
270010090,8,3,3,7,4,2,7
270010095,8,3,3,7,4,4,7
270010100,8,3,3,7,4,4,1
270010105,8,3,3,7,4,4,1
270010110,8,3,3,7,4,4,7
270010115,8,3,3,7,4,2,7
270010120,8,3,3,7,4,4,7
270010125,8,3,3,7,4,4,7
270010130,8,3,3,7,4,4,1
270010132,8,3,3,7,4,2,7
270010135,8,3,3,7,4,2,7
270010140,8,3,3,7,4,4,7
270010145,8,3,3,7,4,4,7
270010150,8,3,3,7,4,4,7
270010155,8,3,3,7,4,2,7
270010160,8,3,3,7,4,4,7
270010165,8,3,3,7,4,4,7
270010170,8,3,3,7,4,2,7
270010175,8,3,3,7,4,4,7
270010180,8,3,3,7,4,4,7
270010185,8,3,3,7,4,4,7
270010190,8,3,3,7,4,4,7
270010195,8,3,3,7,4,4,1
270010200,8,3,3,7,4,4,1
270010205,8,3,3,7,4,2,7
270010210,8,3,3,7,4,4,7
270010215,8,3,3,7,4,2,7
270010220,8,3,3,7,4,2,7
270010225,8,3,3,7,4,2,7
270010230,8,3,3,7,4,4,7
270010240,8,3,3,7,4,4,1
270010255,8,3,3,7,4,4,7
270010260,8,3,3,7,4,4,1
270010285,8,3,3,7,4,4,1
270010290,8,3,3,7,4,4,1
270030005,6,2,2,0,1,2,5
270030010,6,2,2,0,1,2,5
270030015,6,2,2,0,1,2,5
270030020,6,2,2,0,1,2,5
270030025,6,2,2,0,1,2,5
270030030,6,2,2,0,1,2,5
270030035,6,2,2,0,1,2,5
270030040,6,2,2,0,1,2,5
270030045,6,2,2,1,1,2,5
270030050,6,2,2,0,1,2,5
270030105,6,2,2,0,1,2,5
270030110,6,2,2,0,1,2,5
270030115,6,2,2,0,1,2,5
270030120,6,2,2,0,1,2,5
270030125,6,2,2,0,1,2,5
270030130,6,2,2,0,1,2,5
270030135,6,2,2,0,1,2,5
270030140,6,2,2,0,1,2,5
270030205,6,2,2,0,1,2,5
270030305,6,2,2,1,1,5,5
270030310,6,2,2,1,1,5,5
270030315,6,2,2,1,1,5,5
270030320,6,2,2,1,1,5,5
270030325,6,2,2,1,1,2,5
270030330,6,2,2,1,1,2,5
270030335,6,2,2,1,1,2,7
270030340,6,2,2,1,1,2,5
270030405,6,2,2,1,1,2,5
270030410,6,2,2,1,1,5,5
270030415,6,2,2,1,1,2,5
270030420,6,2,2,1,1,2,5
270030425,6,2,2,1,1,2,5
270030430,6,2,2,1,1,2,5
270030435,6,2,2,1,1,2,5
270030440,6,2,2,1,1,2,5
270030505,6,2,2,1,1,2,5
270030510,6,2,2,1,1,2,5
270030515,6,2,2,1,1,2,5
270030520,6,2,2,1,1,2,5
270030525,6,2,2,1,1,2,5
270030530,6,2,2,1,1,2,5
270030535,6,2,2,1,1,2,5
270030540,6,2,2,1,1,2,5
270030605,6,2,2,1,1,2,7
270030705,6,2,2,1,1,2,5
270030710,6,2,2,1,1,5,5
270030805,5,2,2,1,1,5,5
270030810,5,2,2,1,1,5,5
270030815,5,2,2,1,1,5,0
270030820,5,2,2,1,1,5,7
270030825,5,2,2,1,1,5,7
270030830,5,2,2,1,1,5,7
270030835,5,2,2,1,1,5,7
270030840,5,2,2,1,1,5,7
270030905,6,2,2,0,1,2,5
270031005,3,2,2,0,1,2,5
270031010,3,2,2,0,1,2,5
270031015,3,2,2,0,1,2,5
270031020,3,2,2,0,1,2,5
270031105,3,2,2,0,1,2,5
270031110,3,2,2,1,1,2,5
270031115,3,2,2,1,1,2,5
270031120,3,2,2,1,1,2,5
270031125,3,2,2,0,1,2,5
270031205,3,2,2,0,1,2,5
270031210,3,2,2,0,1,2,5
270031215,3,2,2,0,1,2,5
270031220,3,2,2,0,1,2,5
270031305,3,2,2,0,1,2,5
270031310,3,2,2,0,1,2,5
270031315,3,2,2,0,1,2,5
270031320,3,2,2,0,1,2,7
270031405,3,2,2,1,1,2,5
270031410,3,2,2,1,1,2,5
270031415,3,2,2,0,1,2,5
270031420,3,2,2,0,1,5,5
270031425,3,2,2,0,1,5,7
270031505,6,2,2,0,1,2,5
270031510,6,2,2,0,1,2,5
270031515,6,2,2,0,1,2,5
270031605,5,2,2,1,1,5,7
270031610,5,2,2,1,1,5,7
270031615,5,2,2,1,1,5,7
270031620,5,2,2,1,1,5,7
270031705,5,2,2,1,1,5,7
270031710,5,2,2,1,1,5,7
270031715,5,2,2,1,1,5,7
270031720,5,2,2,1,1,5,7
270031805,5,2,2,1,1,5,7
270031810,5,2,2,1,1,5,7
270031815,5,2,2,1,1,5,7
270031820,5,2,2,1,1,5,7
270031905,6,2,2,0,1,2,5
270031910,6,2,2,0,1,2,5
270031915,6,2,2,0,1,2,5
270031920,6,2,2,0,1,2,5
270031925,6,2,2,0,1,2,5
270031930,6,2,2,0,1,2,5
270032005,5,2,2,1,1,5,7
270032105,6,2,2,1,1,2,5
270032205,6,2,2,0,1,2,7
270032210,6,2,2,0,1,2,5
270032215,6,2,2,1,1,2,5
270032220,6,2,2,1,1,2,7
270032225,6,2,2,1,1,5,7
270032230,6,2,2,1,1,5,7
270032235,6,2,2,1,1,5,7
270032305,6,2,2,0,1,2,5
270032310,6,2,2,0,1,2,5
270032405,6,2,2,0,1,2,5
270032410,6,2,2,0,1,2,5
270032505,6,2,2,0,1,2,5
270032510,6,2,2,0,1,2,5
270032515,6,2,2,0,1,2,5
270032520,6,2,2,0,1,2,5
270032605,6,2,2,0,1,2,5
270032610,6,2,2,0,1,2,5
270032705,6,2,2,0,1,2,5
270032710,6,2,2,0,1,2,5
270032805,6,2,2,0,1,2,5
270032810,6,2,2,0,1,2,5
270032905,6,2,2,0,1,2,5
270032910,6,2,2,0,1,2,5
270033005,6,2,2,0,1,2,5
270033010,6,2,2,0,1,2,5
270033105,5,2,2,1,1,5,7
270033110,5,2,2,1,1,5,7
270033115,5,2,2,1,1,5,5
270050005,7,4,4,3,5,4,4
270050010,7,4,4,3,5,4,4
270050015,7,4,4,3,5,4,4
270050020,7,4,4,3,5,4,4
270050025,7,4,4,3,5,4,4
270050030,7,4,4,3,5,4,4
270050035,7,4,4,3,5,4,4
270050040,7,4,4,3,5,4,4
270050045,7,4,4,3,5,4,4
270050050,7,4,4,3,5,4,4
270050051,7,4,4,3,5,4,4
270050052,7,4,4,3,5,4,4
270050055,7,4,4,3,5,4,4
270050065,7,4,4,3,5,4,4
270050075,7,4,4,3,5,4,4
270050082,7,4,4,3,5,4,4
270050085,7,4,4,3,5,4,4
270050090,7,4,4,3,5,4,4
270050095,7,4,4,3,5,4,4
270050100,7,4,4,3,5,4,4
270050105,7,4,4,3,5,4,4
270050110,7,4,4,3,5,4,4
270050115,7,4,4,3,5,4,4
270050120,7,4,4,3,5,4,4
270050125,7,4,4,3,5,4,4
270050130,7,4,4,3,5,4,4
270050135,7,4,4,3,5,4,4
270050140,7,4,4,3,5,4,4
270050145,7,4,4,3,5,4,4
270050150,7,4,4,3,5,4,4
270050155,7,4,4,3,5,4,1
270050160,7,4,4,3,5,4,4
270050165,7,4,4,3,5,4,4
270050170,7,4,4,3,5,4,4
270050175,7,4,4,3,5,4,4
270050180,7,4,4,3,5,4,4
270050185,7,4,4,3,5,4,4
270050190,7,4,4,3,5,4,4
270050195,7,4,4,3,5,4,4
270050200,7,4,4,3,5,4,4
270050205,7,4,4,3,5,4,4
270050210,7,4,4,3,5,4,4
270050215,7,4,4,3,5,4,4
270050220,7,4,4,3,5,4,4
270050225,7,4,4,3,5,4,4
270050230,7,4,4,3,5,4,4
270050235,7,4,4,3,5,4,4
270050240,7,4,4,3,5,4,4
270070005,7,4,3,3,4,4,1
270070010,7,4,3,3,4,4,1
270070015,7,4,3,3,4,4,1
270070020,7,4,3,3,4,4,1
270070025,7,4,3,3,4,4,1
270070030,7,4,3,3,4,4,1
270070032,8,4,3,3,4,4,1
270070035,7,4,3,3,4,4,1
270070040,7,4,3,3,4,4,1
270070045,7,4,3,3,4,4,1
270070050,8,4,3,3,4,4,1
270070055,8,4,3,3,4,4,1
270070060,7,4,3,3,4,4,1
270070065,8,4,3,3,4,4,1
270070070,8,4,3,3,4,4,1
270070075,7,4,3,3,4,4,1
270070080,8,4,3,3,4,4,1
270070085,8,4,3,3,4,4,1
270070090,7,4,3,3,4,4,1
270070095,8,4,3,3,4,4,1
270070100,7,4,3,3,4,4,1
270070105,8,4,3,3,4,4,1
270070110,8,4,3,3,4,4,1
270070115,7,4,3,3,4,4,1
270070120,7,4,3,3,4,4,1
270070125,7,4,3,3,4,4,1
270070130,7,4,3,3,4,4,1
270070135,8,4,3,3,4,4,1
270070140,7,4,3,3,4,4,1
270070145,7,4,3,3,4,4,1
270070150,7,4,3,3,4,4,1
270070155,7,4,3,3,4,4,1
270070160,8,4,3,3,4,4,1
270070165,8,4,3,3,4,4,1
270070170,8,4,3,3,4,4,1
270070172,7,4,3,3,4,4,1
270070175,8,4,3,3,4,4,1
270070180,7,4,3,3,4,4,1
270070185,8,4,3,3,4,4,1
270070190,8,4,3,3,4,4,1
270070195,7,4,3,3,4,4,1
270070200,7,4,3,3,4,4,1
270070202,7,4,3,3,4,4,1
270070205,7,4,3,3,4,4,1
270070210,8,4,3,3,4,4,1
270070215,7,4,3,3,4,4,1
270070220,7,4,3,3,4,4,1
270070225,7,4,3,3,4,4,1
270070230,7,4,3,3,4,4,1
270070235,8,4,3,3,4,4,1
270070240,8,4,3,3,4,4,1
270070245,8,4,3,3,4,4,1
270070250,8,4,3,3,4,4,1
270070255,8,4,3,3,4,4,1
270070260,8,4,3,3,4,4,1
270070265,8,4,3,3,4,4,1
270070270,8,4,3,3,4,4,1
270070275,7,4,3,3,4,4,1
270070280,7,4,3,3,4,4,1
270070285,8,4,3,3,4,4,1
270070290,7,4,3,3,4,4,1
270070295,7,4,3,3,4,4,1
270070300,7,4,3,3,4,4,1
270090005,6,3,2,5,5,2,7
270090010,6,3,2,5,5,2,5
270090015,6,3,2,5,5,2,7
270090020,6,3,2,5,5,2,5
270090025,6,3,2,5,5,2,5
270090030,6,3,2,5,5,1,7
270090035,6,3,2,5,5,2,7
270090040,6,3,2,5,5,1,7
270090045,6,3,2,5,5,1,5
270090050,6,3,2,5,5,2,7
270090055,6,3,2,5,5,1,5
270090056,6,3,2,5,5,1,4
270090060,6,3,2,5,5,1,7
270090067,6,3,2,5,5,1,7
270090070,6,3,2,5,5,1,5
270090080,6,3,2,5,5,1,4
270090085,6,3,2,5,5,1,5
270090090,6,3,2,5,5,2,5
270090095,6,3,2,5,5,1,4
270090100,6,3,2,5,5,1,4
270090105,6,3,2,5,5,1,4
270090110,6,3,2,5,5,1,4
270090111,6,3,2,5,5,1,4
270090112,6,3,2,5,5,1,4
270090113,6,3,2,5,5,1,5
270090115,6,3,2,5,5,1,5
270090120,6,3,2,5,5,1,4
270110005,7,5,4,3,5,1,4
270110010,7,5,4,3,5,1,4
270110015,7,5,4,3,5,1,4
270110020,7,5,4,3,5,1,4
270110025,7,5,4,3,5,1,4
270110030,7,5,4,3,5,1,4
270110031,7,5,4,3,5,1,4
270110035,7,5,4,3,5,1,4
270110040,7,5,4,3,5,1,4
270110045,7,5,4,3,5,1,4
270110050,7,5,4,3,5,1,4
270110055,7,5,4,3,5,1,4
270110056,7,5,4,3,5,1,4
270110060,7,5,4,3,5,1,4
270110065,7,5,4,3,5,1,4
270110070,7,5,4,3,5,1,4
270110075,7,5,4,3,5,1,4
270110080,7,5,4,3,5,1,4
270110085,7,5,4,3,5,1,4
270110086,7,5,4,3,5,1,4
270110090,7,5,4,3,5,1,4
270110095,7,5,4,3,5,1,4
270110100,7,5,4,3,5,1,4
270130005,1,5,7,4,6,0,6
270130010,1,5,7,4,6,0,6
270130015,1,5,7,4,6,0,6
270130020,1,5,7,4,6,0,6
270130025,1,5,7,4,6,0,6
270130030,1,5,7,4,6,0,6
270130035,1,5,7,4,6,0,6
270130040,1,5,7,4,6,0,6
270130045,1,5,7,4,6,0,6
270130050,1,5,7,4,6,0,6
270130055,1,5,7,4,6,0,6
270130060,1,5,7,4,6,0,6
270130065,1,5,7,4,6,0,6
270130070,1,5,7,4,6,0,6
270130075,1,5,7,4,6,0,6
270130080,1,5,7,4,6,0,6
270130085,1,5,7,4,6,0,6
270130090,1,5,7,4,6,0,6
270130095,1,5,7,4,6,0,6
270130100,1,5,7,4,6,0,6
270130105,1,5,7,4,6,0,6
270130106,1,5,7,4,6,0,6
270130110,1,5,7,4,6,0,6
270130115,1,5,7,4,6,0,6
270130120,1,5,7,4,6,0,6
270130125,1,5,7,4,6,0,6
270130130,1,5,7,4,6,0,6
270130135,1,5,7,4,6,0,6
270130140,1,5,7,4,6,0,6
270130142,1,5,7,4,6,0,6
270130145,1,5,7,4,6,0,6
270130150,1,5,7,4,6,0,6
270130155,1,5,7,4,6,0,6
270130160,1,5,7,4,6,0,6
270130165,1,5,7,4,6,0,6
270130170,1,5,7,4,6,0,6
270130175,1,5,7,4,6,0,6
270130195,1,5,7,4,6,0,6
270130197,1,5,7,4,6,0,6
270130200,1,5,7,4,6,0,6
270130205,1,5,7,4,6,0,6
270130210,1,5,7,4,6,0,6
270130212,1,5,7,4,6,0,6
270130213,1,5,7,4,6,0,6
270130215,1,5,7,4,6,0,6
270130220,1,5,7,4,6,0,6
270130225,1,5,7,4,6,0,6
270130230,1,5,7,4,6,0,6
270130235,1,5,7,4,6,0,6
270130240,1,5,7,4,6,0,6
270130245,1,5,7,4,6,0,6
270130250,1,5,7,4,6,0,6
270130255,1,5,7,4,6,0,6
270130260,1,5,7,4,6,0,6
270150005,1,5,7,4,5,0,6
270150010,1,5,7,4,5,0,4
270150015,1,5,7,4,5,0,4
270150020,1,5,7,4,5,0,4
270150025,1,5,7,4,5,0,4
270150030,1,5,7,4,5,0,6
270150035,1,5,7,4,5,1,4
270150040,1,5,7,4,5,1,4
270150045,1,5,7,4,5,0,6
270150050,1,5,7,4,5,1,4
270150055,1,5,7,4,5,0,4
270150060,1,5,7,4,5,0,4
270150065,1,5,7,4,5,0,6
270150070,1,5,7,4,5,0,6
270150075,1,5,7,4,5,0,4
270150080,1,5,7,4,5,0,6
270150085,1,5,7,4,5,0,6
270150090,1,5,7,4,5,0,6
270150095,1,5,7,4,5,0,6
270150100,1,5,7,4,5,0,6
270150105,1,5,7,4,5,0,6
270150110,1,5,7,4,5,0,6
270150115,1,5,7,4,5,0,6
270150120,1,5,7,4,5,0,4
270150125,1,5,7,4,5,1,4
270150130,1,5,7,4,5,0,6
270150135,1,5,7,4,5,1,4
270150140,1,5,7,4,5,1,4
270150145,1,5,7,4,5,0,4
270150150,1,5,7,4,5,0,4
270150155,1,5,7,4,5,0,4
270150160,1,5,7,4,5,0,4
270170005,8,2,3,7,4,4,1
270170010,8,2,3,7,4,4,7
270170015,8,2,3,7,4,4,1
270170020,8,2,3,7,4,4,1
270170025,8,2,3,7,4,4,7
270170030,8,2,3,7,4,4,1
270170035,8,2,3,7,4,4,1
270170040,8,2,3,7,4,4,1
270170045,8,2,3,7,4,4,1
270170050,8,2,3,7,4,4,1
270170055,8,2,3,7,4,4,1
270170060,8,2,3,7,4,4,1
270170065,8,2,3,7,4,4,1
270170068,8,2,3,7,4,4,1
270170070,8,2,3,7,4,4,1
270170075,8,2,3,7,4,4,7
270170080,8,2,3,7,4,4,7
270170085,8,2,3,7,4,4,1
270170090,8,2,3,7,4,4,1
270170095,8,2,3,7,4,4,1
270170100,8,2,3,7,4,4,7
270170105,8,2,3,7,4,4,1
270170110,8,2,3,7,4,4,1
270170115,8,2,3,7,4,4,1
270170118,8,2,3,7,4,4,1
270170120,8,2,3,7,4,4,1
270170125,8,2,3,7,4,4,7
270170130,8,2,3,7,4,4,1
270170135,8,2,3,7,4,4,1
270170140,8,2,3,7,4,4,1
270170145,8,2,3,7,4,4,1
270170150,8,2,3,7,4,4,1
270170155,8,2,3,7,4,4,1
270170165,8,2,3,7,4,4,1
270170170,8,2,3,7,4,4,1
270170175,8,2,3,7,4,4,1
270170180,8,2,3,7,4,4,1
270170185,8,2,3,7,4,4,7
270190005,6,5,5,5,0,3,6
270190010,6,5,5,5,0,1,4
270190015,6,5,5,5,0,3,6
270190020,3,5,5,5,0,3,0
270190025,3,5,5,5,0,3,0
270190030,3,5,5,5,0,3,3
270190035,3,5,5,5,0,3,3
270190036,3,5,5,5,0,3,3
270190037,3,5,5,5,0,3,0
270190038,3,5,5,5,0,3,3
270190040,3,5,5,5,0,3,3
270190045,3,5,5,5,0,3,0
270190050,3,5,5,5,0,3,3
270190055,3,5,5,5,0,3,3
270190065,6,5,5,5,0,3,6
270190070,6,5,5,5,0,3,6
270190072,3,5,5,5,0,3,3
270190075,6,5,5,5,0,1,6
270190080,6,5,5,5,0,3,6
270190085,6,5,5,5,0,1,4
270190090,3,5,5,5,0,3,4
270190095,6,5,5,5,0,3,4
270190100,6,5,5,5,0,1,4
270190105,6,5,5,5,0,1,6
270190110,6,5,5,5,0,3,6
270190112,3,5,5,5,0,3,3
270190115,3,5,5,5,0,3,0
270190117,3,5,5,5,0,3,0
270190119,3,5,5,5,0,3,0
270190120,6,5,5,5,0,3,4
270190125,6,5,5,5,0,3,4
270190130,6,5,5,5,0,3,4
270190135,6,5,5,5,0,3,0
270190140,6,5,5,5,0,3,0
270190150,6,5,5,5,0,1,6
270210005,8,3,3,3,4,4,4
270210010,8,3,3,3,4,4,1
270210015,8,3,3,3,4,4,1
270210020,8,3,3,3,4,1,4
270210025,8,3,3,3,4,4,1
270210030,8,3,3,3,4,4,1
270210035,8,3,3,3,4,4,1
270210040,8,3,3,3,4,4,1
270210045,8,3,3,3,4,4,1
270210050,8,3,3,3,4,4,1
270210055,8,3,3,3,4,4,1
270210060,8,3,3,3,4,4,1
270210065,8,3,3,3,4,4,4
270210070,8,3,3,3,4,4,4
270210075,8,3,3,3,4,4,1
270210080,8,3,3,3,4,4,1
270210085,8,3,3,3,4,4,1
270210090,8,3,3,3,4,4,1
270210095,8,3,3,3,4,1,1
270210100,8,3,3,3,4,1,1
270210105,8,3,3,3,4,4,1
270210110,8,3,3,3,4,4,1
270210115,8,3,3,3,4,4,1
270210118,8,3,3,3,4,4,1
270210120,8,3,3,3,4,4,1
270210125,8,3,3,3,4,4,1
270210130,8,3,3,3,4,4,1
270210135,8,3,3,3,4,4,1
270210140,8,3,3,3,4,4,1
270210145,8,3,3,3,4,4,1
270210150,8,3,3,3,4,4,1
270210155,8,3,3,3,4,4,1
270210160,8,3,3,3,4,4,1
270210165,8,3,3,3,4,4,4
270210170,8,3,3,3,4,4,1
270210175,8,3,3,3,4,1,4
270210180,8,3,3,3,4,4,4
270210185,8,3,3,3,4,4,4
270210187,8,3,3,3,4,1,4
270210188,8,3,3,3,4,4,1
270210190,8,3,3,3,4,4,1
270210195,8,3,3,3,4,1,1
270210200,8,3,3,3,4,4,1
270210205,8,3,3,3,4,4,1
270210210,8,3,3,3,4,4,1
270210215,8,3,3,3,4,4,1
270210220,8,3,3,3,4,4,4
270210225,8,3,3,3,4,4,1
270210230,8,3,3,3,4,4,1
270210235,8,3,3,3,4,4,1
270210237,8,3,3,3,4,4,1
270210240,8,3,3,3,4,4,1
270210245,8,3,3,3,4,4,1
270210247,8,3,3,3,4,4,1
270210250,8,3,3,3,4,4,1
270210252,8,3,3,3,4,4,1
270210255,8,3,3,3,4,4,1
270210260,8,3,3,3,4,4,1
270210262,8,3,3,3,4,4,1
270210265,8,3,3,3,4,1,1
270210270,8,3,3,3,4,4,1
270210275,8,3,3,3,4,4,1
270210280,8,3,3,3,4,4,1
270210285,8,3,3,3,4,4,1
270210290,8,3,3,3,4,4,1
270210295,8,3,3,3,4,4,1
270210300,8,3,3,3,4,4,4
270210305,8,3,3,3,4,4,1
270210310,8,3,3,3,4,4,1
270210312,8,3,3,3,4,4,1
270210315,8,3,3,3,4,4,1
270210317,8,3,3,3,4,4,1
270210320,8,3,3,3,4,4,1
270230005,7,5,4,3,5,1,4
270230010,7,5,4,3,5,1,4
270230015,7,5,4,3,5,1,4
270230020,7,5,4,3,5,1,4
270230025,7,5,4,3,5,1,4
270230030,7,5,4,3,5,1,4
270230032,7,5,4,3,5,1,4
270230035,7,5,4,3,5,1,4
270230040,7,5,4,3,5,1,4
270230045,7,5,4,3,5,1,4
270230050,7,5,4,3,5,1,4
270230055,7,5,4,3,5,1,4
270230060,7,5,4,3,5,1,4
270230065,7,5,4,3,5,1,4
270230070,7,5,4,3,5,1,4
270230075,7,5,4,3,5,1,4
270230090,7,5,4,3,5,1,4
270230100,7,5,4,3,5,1,4
270230105,7,5,4,3,5,1,4
270230110,7,5,4,3,5,1,4
270230115,7,5,4,3,5,1,4
270230120,7,5,4,3,5,1,4
270230125,7,5,4,3,5,1,4
270230130,7,5,4,3,5,1,4
270230135,7,5,4,3,5,1,4
270250005,8,2,2,7,1,2,7
270250015,8,2,2,7,1,2,7
270250020,8,2,2,7,1,2,5
270250025,8,2,2,7,1,2,7
270250030,8,2,2,7,1,2,7
270250035,8,2,2,7,1,2,5
270250040,8,2,2,7,1,2,7
270250045,8,2,2,7,1,2,7
270250050,8,2,2,7,1,2,7
270250055,8,2,2,7,1,2,7
270250060,8,2,2,7,1,2,7
270250065,8,2,2,7,1,2,7
270250066,8,2,2,7,1,2,7
270250067,8,2,2,7,1,2,7
270250070,8,2,2,7,1,2,7
270250075,8,2,2,7,1,2,7
270250080,8,2,2,7,1,2,7
270250085,8,2,2,7,1,2,7
270250086,8,2,2,7,1,2,7
270250090,8,2,2,7,1,2,5
270250095,8,2,2,7,1,2,7
270250100,8,2,2,7,1,2,7
270250105,8,2,2,7,1,2,5
270270005,7,4,4,3,5,4,4
270270010,7,4,4,3,5,4,4
270270015,7,4,4,3,5,4,4
270270020,7,4,4,3,5,4,4
270270025,7,4,4,3,5,4,4
270270030,7,4,4,3,5,4,4
270270035,7,4,4,3,5,4,4
270270040,7,4,4,3,5,4,4
270270045,7,4,4,3,5,4,4
270270050,7,4,4,3,5,4,4
270270055,7,4,4,3,5,4,4
270270060,7,4,4,3,5,4,4
270270065,7,4,4,3,5,4,4
270270070,7,4,4,3,5,4,4
270270075,7,4,4,3,5,4,1
270270080,7,4,4,3,5,4,1
270270085,7,4,4,3,5,4,4
270270090,7,4,4,3,5,4,4
270270095,7,4,4,3,5,4,4
270270100,7,4,4,3,5,4,4
270270105,7,4,4,3,5,4,4
270270110,7,4,4,3,5,4,4
270270115,7,4,4,3,5,4,4
270270120,7,4,4,3,5,4,4
270270125,7,4,4,3,5,4,4
270270130,7,4,4,3,5,4,4
270270135,7,4,4,3,5,4,4
270270140,7,4,4,3,5,4,1
270270145,7,4,4,3,5,4,4
270270150,7,4,4,3,5,4,4
270270155,7,4,4,3,5,4,4
270270157,7,4,4,3,5,4,4
270270160,7,4,4,3,5,4,4
270270165,7,4,4,3,5,4,4
270270170,7,4,4,3,5,4,4
270270175,7,4,4,3,5,4,4
270270180,7,4,4,3,5,4,4
270270185,7,4,4,3,5,4,4
270270190,7,4,4,3,5,4,4
270270195,7,4,4,3,5,4,4
270270200,7,4,4,3,5,4,4
270270205,7,4,4,3,5,4,4
270270210,7,4,4,3,5,4,4
270270212,7,4,4,3,5,4,4
270270214,7,4,4,3,5,4,4
270270215,7,4,4,3,5,4,4
270270217,7,4,4,3,5,4,4
270270220,7,4,4,3,5,4,1
270270225,7,4,4,3,5,4,4
270270230,7,4,4,3,5,4,4
270270235,7,4,4,3,5,4,4
270270240,7,4,4,3,5,4,4
270270245,7,4,4,3,5,4,4
270270250,7,4,4,3,5,4,4
270270255,7,4,4,3,5,4,4
270270260,7,4,4,3,5,4,4
270270265,7,4,4,3,5,4,4
270270270,7,4,4,3,5,4,1
270290005,7,4,3,3,4,4,1
270290010,7,4,3,3,4,4,4
270290015,7,4,3,3,4,4,1
270290020,7,4,3,3,4,4,1
270290025,7,4,3,3,4,4,1
270290030,7,4,3,3,4,4,1
270290035,7,4,3,3,4,4,1
270290040,7,4,3,3,4,4,4
270290045,7,4,3,3,4,4,1
270290050,7,4,3,3,4,4,1
270290055,7,4,3,3,4,4,1
270290056,7,4,3,3,4,4,1
270290060,7,4,3,3,4,4,1
270290065,7,4,3,3,4,4,1
270290070,7,4,3,3,4,4,4
270290075,7,4,3,3,4,4,1
270290080,7,4,3,3,4,4,1
270290085,7,4,3,3,4,4,4
270290090,7,4,3,3,4,4,1
270290095,7,4,3,3,4,4,4
270290100,7,4,3,3,4,4,1
270290105,7,4,3,3,4,4,1
270290110,7,4,3,3,4,4,4
270290115,7,4,3,3,4,4,1
270290120,7,4,3,3,4,4,1
270290125,7,4,3,3,4,4,1
270290130,7,4,3,3,4,4,1
270290135,7,4,3,3,4,4,1
270290140,7,4,3,3,4,4,1
270310005,8,3,3,7,4,4,1
270310010,8,3,3,7,4,4,1
270310015,8,3,3,7,4,4,1
270310020,8,3,3,7,4,4,1
270310025,8,3,3,7,4,4,1
270310030,8,3,3,7,4,4,1
270310035,8,3,3,7,4,4,1
270310040,8,3,3,7,4,4,1
270310045,8,3,3,7,4,4,1
270310050,8,3,3,7,4,4,1
270310055,8,3,3,7,4,4,1
270310060,8,3,3,7,4,4,1
270310065,8,3,3,7,4,4,1
270330005,7,5,7,3,6,0,4
270330010,7,5,7,3,6,0,4
270330015,7,5,7,3,6,0,4
270330020,1,5,7,3,6,0,4
270330025,1,5,7,3,6,0,4
270330030,1,5,7,3,6,0,4
270330035,7,5,7,3,6,0,4
270330040,1,5,7,3,6,0,4
270330045,1,5,7,3,6,0,4
270330047,7,5,7,3,6,0,4
270330050,7,5,7,3,6,0,4
270330055,7,5,7,3,6,0,4
270330060,7,5,7,3,6,0,4
270330065,1,5,7,3,6,0,4
270330070,1,5,7,3,6,0,4
270330075,1,5,7,3,6,0,4
270330085,1,5,7,3,6,0,4
270330090,7,5,7,3,6,0,6
270330095,1,5,7,3,6,0,4
270330100,7,5,7,3,6,0,6
270330105,7,5,7,3,6,0,6
270330110,7,5,7,3,6,0,4
270330115,7,5,7,3,6,0,4
270330120,7,5,7,3,6,0,4
270330125,7,5,7,3,6,0,4
270330130,7,5,7,3,6,0,4
270330135,7,5,7,3,6,0,4
270330140,7,5,7,3,6,0,4
270330145,7,5,7,3,6,0,4
270350005,8,3,3,3,4,1,1
270350006,8,3,3,3,4,1,1
270350007,8,3,3,3,4,1,1
270350008,8,3,3,3,4,1,1
270350010,8,3,3,3,4,2,1
270350015,8,3,3,3,4,1,1
270350016,8,3,3,3,4,1,1
270350020,8,3,3,3,4,1,1
270350025,8,3,3,3,4,1,1
270350035,8,3,3,3,4,1,1
270350040,8,3,3,3,4,1,1
270350042,8,3,3,3,4,1,1
270350045,8,3,3,3,4,1,1
270350050,8,3,3,3,4,1,1
270350055,8,3,3,3,4,4,1
270350060,8,3,3,3,4,4,1
270350065,8,3,3,3,4,4,1
270350070,8,3,3,3,4,4,1
270350075,8,3,3,3,4,4,1
270350076,8,3,3,3,4,4,1
270350080,8,3,3,3,4,1,1
270350082,8,3,3,3,4,1,1
270350085,8,3,3,3,4,4,1
