VTDID,Plan1,Plan2,Plan3,Plan4,Plan5,Plan6
271190280,7,7,7,7,7,4
271190285,7,7,7,7,7,4
271190290,7,7,7,7,7,4
271190295,7,7,7,7,7,4
271190300,7,7,7,7,7,4
271190305,7,7,7,7,7,4
271190310,7,7,7,7,7,4
271190315,7,7,7,7,7,4
271190320,7,7,7,7,7,4
271190325,7,7,7,7,7,4
271190330,7,7,7,7,7,4
271190335,7,7,7,7,7,4
271190340,7,7,7,7,7,4
271190345,7,7,7,7,7,4
271190350,7,7,7,7,7,4
271190355,7,7,7,7,7,4
271190360,7,7,7,7,7,4
271190365,7,7,7,7,7,4
271190370,7,7,7,7,7,4
271190375,7,7,7,7,7,4
271190380,7,7,7,7,7,4
271190385,7,7,7,7,7,4
271190390,7,7,7,7,7,4
271190395,7,7,7,7,7,4
271190400,7,7,7,7,7,4
271190405,7,7,7,7,7,4
271190410,7,7,7,7,7,4
271190415,7,7,7,7,7,4
271190420,7,7,7,7,7,4
271190430,7,7,7,7,7,4
271190435,7,7,7,7,7,4
271190440,7,7,7,7,7,4
271190445,7,7,7,7,7,4
271190450,7,7,7,7,7,4
271190455,7,7,7,7,7,4
271250005,7,7,7,7,7,4
271250010,7,7,7,7,7,4
271250015,7,7,7,7,7,4
271250020,7,7,7,7,7,4
271250025,7,7,7,7,7,4
271250030,7,7,7,7,7,4
271250035,7,7,7,7,7,4
271250040,7,7,7,7,7,4
271250045,7,7,7,7,7,4
271250050,7,7,7,7,7,4
271250055,7,7,7,7,7,4
271250060,7,7,7,7,7,4
271250065,7,7,7,7,7,4
271250070,7,7,7,7,7,4
271250075,7,7,7,7,7,4
271250080,7,7,7,7,7,4
271250085,7,7,7,7,7,4
271250087,7,7,7,7,7,4
271250090,7,7,7,7,7,4
271250095,7,7,7,7,7,4
271250100,7,7,7,7,7,4
271350005,7,7,7,7,7,4
271350010,7,7,7,7,7,4
271350015,7,7,7,7,7,4
271350020,7,7,7,7,7,4
271350025,7,7,7,7,7,4
271350028,7,7,7,7,7,4
271350030,7,7,7,7,7,4
271350035,7,7,7,7,7,4
271350040,7,7,7,7,7,4
271350045,7,7,7,7,7,4
271350050,7,7,7,7,7,4
271350055,7,7,7,7,8,4
271350060,7,7,7,7,7,4
271350065,7,7,7,7,7,4
271350070,7,7,7,7,7,4
271350075,7,7,7,7,7,4
271350080,7,7,7,7,7,4
271350083,7,7,7,7,7,4
271350085,7,7,7,7,7,4
271350090,7,7,7,7,7,4
271350095,7,7,7,7,7,4
271350100,7,7,7,7,7,4
271350105,7,7,7,7,7,4
271350110,7,7,7,7,7,4
271350115,7,7,7,7,7,4
271350120,7,7,7,7,7,4
271350121,7,7,7,7,7,4
271350122,7,7,7,7,7,4
271350125,7,7,7,7,7,4
271350130,7,7,7,7,7,4
271350135,7,7,7,7,7,4
271350140,7,7,7,7,7,4
271350145,7,7,7,7,7,4
271350150,7,7,7,7,7,4
271350155,7,7,7,7,7,4
271350160,7,7,7,7,7,4
271350165,7,7,7,7,7,4
271350170,7,7,7,7,7,4
271350175,7,7,7,7,7,4
271350176,7,7,7,7,7,4
271350180,7,7,7,7,7,4
271350185,7,7,7,7,7,4
271350190,7,7,7,7,7,4
271350195,7,7,7,7,7,4
271370005,8,8,8,8,8,4
271370010,8,8,8,8,8,4
271370015,8,8,8,8,8,4
271370020,8,8,8,8,8,4
271370025,8,8,8,8,8,4
271370030,8,8,8,8,8,4
271370031,8,8,8,8,8,4
271370035,8,8,8,8,8,4
271370040,8,8,8,8,8,4
271370045,8,8,8,8,8,4
271370050,8,8,8,8,8,4
271370055,8,8,8,8,8,4
271370060,8,8,8,8,8,4
271370065,8,8,8,8,8,4
271370066,8,8,8,8,8,4
271370070,8,8,8,8,8,4
271370075,8,8,8,8,8,4
271370080,8,8,8,8,8,4
271370085,8,8,8,8,8,4
271370090,8,8,8,8,8,4
271370095,8,8,8,8,8,4
271370100,8,8,8,8,8,4
271370115,8,8,8,8,8,4
271370120,8,8,8,8,8,4
271370125,8,8,8,8,8,4
271370130,8,8,8,8,8,4
271370133,8,8,8,8,8,4
271370135,8,8,8,8,8,4
271370140,8,8,8,8,8,4
271370145,8,8,8,8,8,4
271370150,8,8,8,8,8,4
271370155,8,8,8,8,8,4
271370160,8,8,8,8,8,4
271370165,8,8,8,8,8,4
271370170,8,8,8,8,8,4
271370175,8,8,8,8,8,4
271370180,8,8,8,8,8,4
271370190,8,8,8,8,8,4
271370195,8,8,8,8,8,4
271370200,8,8,8,8,8,4
271370205,8,8,8,8,8,4
271370210,8,8,8,8,8,4
271370215,8,8,8,8,8,4
271370220,8,8,8,8,8,4
271370230,8,8,8,8,8,4
271370240,8,8,8,8,8,4
271370245,8,8,8,8,8,4
271370250,8,8,8,8,8,4
271370255,8,8,8,8,8,4
271370260,8,8,8,8,8,4
271370265,8,8,8,8,8,4
271370270,8,8,8,8,8,4
271370275,8,8,8,8,8,4
271370280,8,8,8,8,8,4
271370285,8,8,8,8,8,4
271370290,8,8,8,8,8,4
271370295,8,8,8,8,8,4
271370300,8,8,8,8,8,4
271370305,8,8,8,8,8,4
271370315,8,8,8,8,8,4
271370320,8,8,8,8,8,4
271370325,8,8,8,8,8,4
271370435,8,8,8,8,8,4
271370437,8,8,8,8,8,4
271370440,8,8,8,8,8,4
271370445,8,8,8,8,8,4
271370450,8,8,8,8,8,4
271370470,8,8,8,8,8,4
271370475,8,8,8,8,8,4
271370480,8,8,8,8,8,4
271370505,8,8,8,8,8,4
271370510,8,8,8,8,8,4
271370515,8,8,8,8,8,4
271370520,8,8,8,8,8,4
271370525,8,8,8,8,8,4
271370530,8,8,8,8,8,4
271370540,8,8,8,8,8,4
271370545,8,8,8,8,8,4
271370550,8,8,8,8,8,4
271370565,8,8,8,8,8,4
271370570,8,8,8,8,8,4
271370575,8,8,8,8,8,4
271370580,8,8,8,8,8,4
271370585,8,8,8,8,8,4
271370590,8,8,8,8,8,4
271370591,8,8,8,8,8,4
271370595,8,8,8,8,8,4
271370600,8,8,8,8,8,4
271370605,8,8,8,8,8,4
271370615,8,8,8,8,8,4
271370620,8,8,8,8,8,4
271370625,8,8,8,8,8,4
271370630,8,8,8,8,8,4
271370635,8,8,8,8,8,4
271370640,8,8,8,8,8,4
271370645,8,8,8,8,8,4
271370735,8,8,8,8,8,4
271370750,8,8,8,8,8,4
271370755,8,8,8,8,8,4
271370760,8,8,8,8,8,4
271370765,8,8,8,8,8,4
271370770,8,8,8,8,8,4
271370775,8,8,8,8,8,4
271370780,8,8,8,8,8,4
271370785,8,8,8,8,8,4
271370790,8,8,8,8,8,4
271370795,8,8,8,8,8,4
271370797,8,8,8,8,8,4
271370799,8,8,8,8,8,4
271370800,8,8,8,8,8,4
271370805,8,8,8,8,8,4
271370810,8,8,8,8,8,4
271370815,8,8,8,8,8,4
271370820,8,8,8,8,8,4
271370821,8,8,8,8,8,4
271370825,8,8,8,8,8,4
271370840,8,8,8,8,8,4
271370845,8,8,8,8,8,4
271370850,8,8,8,8,8,4
271370852,8,8,8,8,8,4
271370855,8,8,8,8,8,4
271370857,8,8,8,8,8,4
271370860,8,8,8,8,8,4
271370865,8,8,8,8,8,4
271370875,8,8,8,8,8,4
271370880,8,8,8,8,8,4
271370881,8,8,8,8,8,4
271370885,8,8,8,8,8,4
271370890,8,8,8,8,8,4
271370895,8,8,8,8,8,4
271370910,8,8,8,8,8,4
271370915,8,8,8,8,8,4
271370920,8,8,8,8,8,4
271370925,8,8,8,8,8,4
271370930,8,8,8,8,8,4
271370935,8,8,8,8,8,4
271370940,8,8,8,8,8,4
271370942,8,8,8,8,8,4
271370945,8,8,8,8,8,4
271370950,8,8,8,8,8,4
271370960,8,8,8,8,8,4
271370962,8,8,8,8,8,4
271370965,8,8,8,8,8,4
271370970,8,8,8,8,8,4
271370971,8,8,8,8,8,4
271370973,8,8,8,8,8,4
271370975,8,8,8,8,8,4
271370976,8,8,8,8,8,4
271370979,8,8,8,8,8,4
271370990,8,8,8,8,8,4
271370999,8,8,8,8,8,4
271371000,8,8,8,8,8,4
271371001,8,8,8,8,8,4
271371002,8,8,8,8,8,4
271371005,8,8,8,8,8,4
271371011,8,8,8,8,8,4
271371030,8,8,8,8,8,4
271371035,8,8,8,8,8,4
271371040,8,8,8,8,8,4
271371045,8,8,8,8,8,4
271371050,8,8,8,8,8,4
271371055,8,8,8,8,8,4
271371060,8,8,8,8,8,4
271371125,8,8,8,8,8,4
271371130,8,8,8,8,8,4
271371135,8,8,8,8,8,4
271371136,8,8,8,8,8,4
271371140,8,8,8,8,8,4
271371145,8,8,8,8,8,4
271371150,8,8,8,8,8,4
271371155,8,8,8,8,8,4
271371160,8,8,8,8,8,4
271490035,7,7,7,7,7,1
271550045,7,7,7,7,7,1
271550055,7,7,7,7,7,1
271550065,7,7,7,7,7,1
271550070,7,7,7,7,7,1
271550075,7,7,7,7,7,1
271590015,8,8,8,8,8,4
271590020,8,8,8,8,8,1
271590025,8,8,8,8,8,4
271590035,8,8,8,8,8,4
271590040,8,8,8,8,8,4
271590045,8,8,8,8,8,4
271590050,8,8,8,8,8,4
271590055,8,8,8,8,8,4
271590060,8,8,8,8,8,4
271590065,8,8,8,8,8,4
271590070,8,8,8,8,8,4
271590075,8,8,8,8,8,4
271590080,8,8,8,8,8,4
271590125,8,8,8,8,8,4
271670005,7,7,7,7,7,1
271670010,7,7,7,7,7,1
271670015,7,7,7,7,7,4
271670020,7,7,7,7,7,1
271670025,7,7,7,7,7,1
271670030,7,7,7,7,7,1
271670035,7,7,7,7,7,1
271670040,7,7,7,7,7,1
271670050,7,7,7,7,7,1
271670055,7,7,7,7,7,1
271670060,7,7,7,7,7,1
271670065,7,7,7,7,7,1
271670070,7,7,7,7,7,1
271670072,7,7,7,7,7,1
271670075,7,7,7,7,7,1
271670080,7,7,7,7,7,1
271670085,7,7,7,7,7,1
271670090,7,7,7,7,7,1
271670095,7,7,7,7,7,1
271670100,7,7,7,7,7,4
271670105,7,7,7,7,7,1
271670110,7,7,7,7,7,1
271670113,7,7,7,7,7,1
271670115,7,7,7,7,7,1
271670120,7,7,7,7,7,1
271670125,7,7,7,7,7,4
271670130,7,7,7,7,7,4
271670135,7,7,7,7,7,4
271670140,7,7,7,7,7,1
271670145,7,7,7,7,7,4
271670150,7,7,7,7,7,4
271670155,7,7,7,7,7,4
270010005,8,8,8,8,8,4
270010010,8,8,8,8,8,4
270010040,8,8,8,8,8,4
270010045,8,8,8,8,8,4
270010050,8,8,8,8,8,4
270010060,8,8,8,8,8,4
270010075,8,8,8,8,8,2
270010082,8,8,8,8,8,4
270010085,8,8,8,8,8,4
270010090,8,8,8,8,8,2
270010095,8,8,8,8,8,4
270010115,8,8,8,8,8,4
270010135,8,8,8,8,8,4
270010140,8,8,8,8,8,4
270010145,8,8,8,8,8,4
270010170,8,8,8,8,8,4
270010185,8,8,8,8,8,4
270010215,8,8,8,8,8,4
270010225,8,8,8,8,8,2
270010255,8,8,8,8,8,4
270032305,6,6,6,6,6,2
270930040,7,7,7,7,7,1
270930045,7,7,7,7,7,1
270930050,7,7,7,7,7,1
270930055,7,7,7,7,7,1
270930060,7,7,7,7,7,1
270930070,7,7,7,7,7,1
270930075,7,7,7,7,7,1
270930090,7,7,7,7,7,1
270930095,7,7,7,7,7,1
270930100,7,7,7,7,7,1
270930105,7,7,7,7,7,1
270930110,7,7,7,7,7,1
270930115,7,7,7,7,7,1
270930120,7,7,7,7,7,1
270930125,7,7,7,7,7,1
270930130,7,7,7,7,7,1
270930135,7,7,7,7,7,1
270930140,7,7,7,7,7,1
270930145,7,7,7,7,7,1
270930150,7,7,7,7,7,1
270950005,8,8,8,8,8,2
270950010,8,8,8,8,8,2
270950015,8,8,8,8,8,2
270950020,8,8,8,8,8,2
270950025,8,8,8,8,8,2
270950030,8,8,8,8,8,2
270950035,8,8,8,8,8,2
270950040,8,8,8,8,8,2
270950045,8,8,8,8,8,2
270950050,8,8,8,8,8,2
270950055,8,8,8,8,8,2
270950060,8,8,8,8,8,4
270950065,8,8,8,8,8,2
270950070,8,8,8,8,8,2
270950075,8,8,8,8,8,2
270950080,8,8,8,8,8,2
270950085,8,8,8,8,8,2
270950090,8,8,8,8,8,2
270950095,8,8,8,8,8,2
270950100,8,8,8,8,8,2
270950105,8,8,8,8,8,2
270950110,8,8,8,8,8,2
270950115,8,8,8,8,8,2
270950120,8,8,8,8,8,2
270950125,8,8,8,8,8,2
270970005,8,8,8,8,8,1
270970010,8,8,8,8,8,1
270970015,8,8,8,8,8,1
270970020,8,8,8,8,8,1
270970025,8,8,8,8,8,1
270970030,8,8,8,8,8,1
270970035,8,8,8,8,8,1
270970045,8,8,8,8,8,1
270970050,8,7,8,8,8,1
270970055,8,8,8,8,8,1
270970060,8,8,8,8,8,1
270970065,8,8,8,8,8,1
270970070,8,8,8,8,8,1
270970075,8,8,8,8,8,1
270970080,8,8,8,8,8,1
270970085,8,8,8,8,8,1
270970090,8,8,8,8,8,2
270970095,8,8,8,8,8,2
270970100,8,8,8,8,8,1
270970105,8,8,8,8,8,2
270970110,8,8,8,8,8,1
270970115,8,8,8,8,8,2
270970120,8,8,8,8,8,1
270970125,8,8,8,8,8,1
270970130,8,8,8,8,8,1
270970135,8,8,8,8,8,1
270970140,8,8,8,8,8,2
270970145,8,8,8,8,8,1
270970150,8,8,8,8,8,1
270970155,8,8,8,8,8,2
270970160,8,8,8,8,8,1
270970165,8,8,8,8,8,1
270970170,8,8,8,8,8,1
270970175,8,8,8,8,8,1
270970180,8,8,8,8,8,1
270970185,8,8,8,8,8,2
270970195,8,8,8,8,8,1
270970200,8,8,8,8,8,2
270970205,8,8,8,8,8,1
270970210,8,8,8,8,8,1
270970215,8,8,8,8,8,1
270970220,8,8,8,8,8,1
270970225,8,8,8,8,8,1
270970230,8,8,8,8,8,1
270970235,8,8,8,8,8,1
270970240,8,8,8,8,8,1
270970245,8,8,8,8,8,1
270970250,8,8,8,8,8,1
270090005,6,8,6,6,8,2
270090010,6,6,6,6,6,2
270090015,6,8,6,6,8,2
270090020,6,6,6,6,6,2
270090025,6,6,6,6,6,2
270090030,6,6,6,6,6,1
270090035,6,8,6,6,8,2
270090040,6,6,6,6,6,1
270090045,6,6,6,6,6,1
270090050,6,8,6,6,6,2
270090055,6,6,6,6,6,1
270090056,6,6,6,6,6,1
270090060,6,6,6,6,6,1
270090067,6,8,6,8,8,1
270090070,6,6,6,6,6,1
270090080,6,6,6,6,6,1
270090085,6,6,6,6,6,1
270090090,6,6,6,6,6,1
270090095,6,6,6,6,6,1
270090100,6,6,6,6,6,1
270090105,6,6,6,6,6,1
270090110,6,6,6,6,6,1
270090111,6,6,6,6,6,1
270090112,6,6,6,6,6,1
270090113,6,6,6,6,6,1
270090115,6,6,6,6,6,1
270090120,6,6,6,6,6,1
270110005,7,7,7,7,7,1
270110010,7,7,7,7,7,1
270110015,7,7,7,7,7,1
270110020,7,7,7,7,7,1
270110025,7,7,7,7,7,1
270110030,7,7,7,7,7,1
270110031,7,7,7,7,7,1
270110035,7,7,7,7,7,1
270110040,7,7,7,7,7,1
270110045,7,7,7,7,7,1
270110050,7,7,7,7,7,1
270110055,7,7,7,7,7,1
270110056,7,7,7,7,7,1
270110060,7,7,7,7,7,1
270110065,7,7,7,7,7,1
271530100,7,7,7,7,7,1
270110075,7,7,7,7,7,1
270110080,7,7,7,7,7,1
270110085,7,7,7,7,7,1
270110086,7,7,7,7,7,1
270110090,7,7,7,7,7,1
270110095,7,7,7,7,7,1
270110100,7,7,7,7,7,1
271530105,7,7,7,7,7,1
271530115,7,7,7,7,7,1
271530145,7,7,7,7,7,1
271530150,7,7,7,7,7,1
271530160,7,7,7,7,7,1
270210020,8,8,8,8,7,1
270210095,8,8,8,8,8,1
270210100,8,8,8,8,8,1
271110020,7,7,7,7,7,1
271110030,7,7,7,7,7,4
271110035,7,7,7,7,8,4
270210175,8,8,8,8,8,1
271110060,7,7,7,7,7,1
271110065,7,7,7,7,7,1
271110070,7,7,7,7,7,1
270210187,8,8,8,8,8,1
270210195,8,8,8,8,8,1
271110095,7,7,7,7,7,1
271110100,7,7,7,7,7,1
271110120,7,7,7,7,7,1
271110125,7,7,7,7,7,1
271110135,7,7,7,7,7,1
271110150,7,7,7,7,7,1
270210265,8,8,8,8,8,1
271110215,7,7,7,7,7,1
271110225,7,7,7,7,7,1
270230005,7,7,7,7,7,1
270230010,7,7,7,7,7,1
270230015,7,7,7,7,7,1
270230020,7,7,7,7,7,1
271110255,7,7,7,7,7,1
271110240,7,7,7,7,7,1
271110265,7,7,7,7,7,1
271110235,7,7,7,7,7,1
270230050,7,7,7,7,7,1
270230055,7,7,7,7,7,1
270230060,7,7,7,7,7,1
270230065,7,7,7,7,7,1
271110295,7,7,7,7,7,1
271110305,7,7,7,7,7,1
270230100,7,7,7,7,7,1
270230105,7,7,7,7,7,1
270230120,7,7,7,7,7,1
271110345,7,7,7,7,7,1
271110340,7,7,7,7,7,1
270230135,7,7,7,7,7,1
270250005,8,8,8,8,8,2
270250015,8,8,8,8,8,2
270250020,8,8,8,8,8,2
270250025,8,8,8,8,8,2
270250030,8,8,8,8,8,2
270250035,8,8,8,8,8,2
271110390,7,7,7,7,7,1
270250045,8,8,8,8,8,2
270250040,8,8,8,8,8,2
270250055,8,8,8,8,8,2
271110410,7,7,7,7,7,1
270250065,8,8,8,8,8,2
270250066,8,8,8,8,8,2
271110425,7,7,7,7,7,1
271110430,7,7,7,7,7,1
270250067,8,8,8,8,8,2
271110440,7,7,7,7,7,1
271110445,7,8,7,7,7,1
270250085,8,8,8,8,8,2
271110455,7,7,7,7,7,1
270250095,8,8,8,8,8,2
270250100,8,8,8,8,8,2
270250105,8,8,8,8,8,2
270250086,8,8,8,8,8,2
270250080,8,8,8,8,8,2
270250090,8,8,8,8,8,2
271150005,8,8,8,8,8,2
271150020,8,8,8,8,8,4
271150035,8,8,8,8,8,2
271150040,8,8,8,8,8,2
271150055,8,8,8,8,8,2
271150060,8,8,8,8,8,2
271150065,8,8,8,8,8,2
271150075,8,8,8,8,8,4
271150100,8,8,8,8,8,2
271150105,8,8,8,8,8,2
271150110,8,8,8,8,8,2
271150135,8,8,8,8,8,4
271150140,8,8,8,8,8,2
271150175,8,8,8,8,8,2
271150185,8,8,8,8,8,2
271150195,8,8,8,8,8,2
271150200,8,8,8,8,8,2
271150205,8,8,8,8,8,2
271150210,8,8,8,8,8,4
271150215,8,8,8,8,8,4
270350005,8,8,8,8,8,1
270350006,8,8,8,8,8,1
270350007,8,8,8,8,8,1
270350008,8,8,8,8,8,1
270350010,8,8,8,8,8,4
270350015,8,8,8,8,8,1
270350016,8,8,8,8,8,1
270350020,8,8,8,8,8,1
270350025,8,8,8,8,8,1
270350035,8,8,8,8,8,1
270350040,8,8,8,8,8,1
270350042,8,8,8,8,8,1
270350045,8,8,8,8,8,1
270350050,8,8,8,8,8,1
270350060,8,8,8,8,8,4
270350065,8,8,8,8,8,4
270350070,8,8,8,8,8,4
270350080,8,8,8,8,8,1
270350082,8,8,8,8,8,1
270350085,8,8,8,8,8,4
270350090,8,8,8,8,8,1
270350095,8,8,8,8,8,1
270350100,8,8,8,8,8,4
270350105,8,8,8,8,8,4
270350110,8,8,8,8,8,4
270350130,8,7,8,8,8,1
270350135,8,8,8,8,8,1
270350145,8,8,8,8,8,2
270350150,8,8,8,8,8,2
270350160,8,8,8,8,8,4
270350165,8,8,8,8,8,1
270350170,8,8,8,8,8,4
270350185,8,8,8,8,8,1
270350190,8,8,8,8,8,4
270350200,8,8,8,8,8,4
270350210,8,8,8,8,8,4
270350215,8,8,8,8,8,4
270350225,8,8,8,8,8,4
271210005,7,7,7,7,7,1
271210010,7,7,7,7,7,1
271210015,7,7,7,7,7,1
271210020,7,7,7,7,7,1
271210022,7,7,7,7,7,1
271210025,7,7,7,7,7,1
271210030,7,7,7,7,7,1
271210035,7,7,7,7,7,1
271210040,7,7,7,7,7,1
271210045,7,7,7,7,7,1
271210050,7,7,7,7,7,1
270350290,8,8,8,8,8,4
270350295,8,8,8,8,8,4
271210055,7,7,7,7,7,1
271210060,7,7,7,7,7,1
271210065,7,7,7,7,7,1
271210070,7,7,7,7,7,1
271210075,7,7,7,7,7,1
271210080,7,7,7,7,7,1
271210085,7,7,7,7,7,1
271210090,7,7,7,7,7,1
271210095,7,7,7,7,7,1
271210100,7,7,7,7,7,1
271210105,7,7,7,7,7,1
271210110,7,7,7,7,7,1
271210115,7,7,7,7,7,1
271210120,7,7,7,7,7,1
271210125,7,7,7,7,7,1
271210130,7,7,7,7,7,1
271210135,7,7,7,7,7,1
271210140,7,7,7,7,7,1
271210145,7,7,7,7,7,1
271210150,7,7,7,7,7,1
270410005,7,7,7,7,7,1
270410007,7,7,7,7,7,1
270410010,7,7,7,7,7,1
270410015,7,7,7,7,7,1
270410020,7,7,7,7,7,1
270410025,7,7,7,7,7,1
270410027,7,7,7,7,7,1
270410030,7,7,7,7,7,1
270410035,7,7,7,7,7,1
270410040,7,7,7,7,7,1
270410045,7,7,7,7,7,1
270410050,7,7,7,7,7,1
270410055,7,7,7,7,7,1
270410060,7,7,7,7,7,1
270410065,7,7,7,7,7,1
270410070,7,7,7,7,7,1
270410075,7,7,7,7,7,1
270410080,7,7,7,7,7,1
270410085,7,7,7,7,7,1
270410090,7,7,7,7,7,1
270410095,7,7,7,7,7,1
270410100,7,7,7,7,7,1
270410105,7,7,7,7,7,1
270410110,7,7,7,7,7,1
270410115,7,7,7,7,7,1
270410120,7,7,7,7,7,1
270410125,7,7,7,7,7,1
270410130,7,7,7,7,7,1
270410135,7,7,7,7,7,1
270410140,7,7,7,7,7,1
270410145,7,7,7,7,7,1
270410150,7,7,7,7,7,1
270410155,7,7,7,7,7,1
270410160,7,7,7,7,7,1
270410165,7,7,7,7,7,1
270410170,7,7,7,7,7,1
270410175,7,7,7,7,7,1
270250050,8,8,8,8,8,2
270250060,8,8,8,8,8,2
270250070,8,8,8,8,8,2
270250075,8,8,8,8,8,2
271290055,7,7,7,7,7,1
271290060,7,7,7,7,7,1
271290065,7,7,7,7,7,1
271290070,7,7,7,7,7,1
271290135,7,7,7,7,7,1
271290170,7,7,7,7,7,1
271290175,7,7,7,7,7,1
271290185,7,7,7,7,7,1
270510005,7,7,7,7,7,1
270510030,7,7,7,7,7,1
270510035,7,7,7,7,7,1
270510050,7,7,7,7,7,1
270510055,7,7,7,7,7,1
270510090,7,7,7,7,7,1
270590020,8,8,8,8,8,2
271410005,6,6,6,6,6,2
271410030,6,6,6,6,6,2
271410035,6,6,6,6,6,1
271410040,6,6,6,6,6,1
271410065,6,6,6,6,6,1
271410080,6,6,6,6,6,2
271410085,6,8,6,8,8,2
271410090,6,6,6,6,6,1
271410095,6,6,6,6,6,1
271410100,6,6,6,6,6,1
271410105,6,6,6,6,6,2
271410125,6,8,6,8,6,2
271450005,7,7,7,7,7,1
271450010,7,7,7,7,7,1
271450015,7,7,7,7,7,1
271450020,6,6,6,7,6,1
271450025,6,6,6,6,6,1
271450027,6,6,6,7,6,1
271450030,7,7,7,7,7,1
271450035,6,6,6,6,6,1
271450040,7,7,7,7,7,1
271450042,6,6,6,6,6,1
271450045,6,6,7,6,6,1
271450050,6,6,7,6,6,1
271450055,6,6,7,7,6,1
271450060,7,7,7,7,7,1
271450065,7,7,7,7,7,1
271450070,6,7,6,6,6,1
271450075,7,7,7,7,7,1
271450080,7,7,7,7,7,1
271450085,6,6,6,6,6,1
271450090,7,7,7,7,7,1
271450095,7,7,7,7,7,1
271450100,7,7,7,7,7,1
271450105,7,7,7,7,7,1
271450110,7,7,7,7,7,1
271450115,6,6,6,6,6,1
271450120,6,6,6,6,6,1
271450125,6,6,6,6,6,1
271450130,7,7,7,7,7,1
271450135,7,7,7,7,7,1
271450137,7,7,7,7,7,1
271450140,7,7,7,7,7,1
271450145,6,6,6,6,6,1
271450150,6,6,6,6,6,1
271450155,6,6,6,6,6,1
271450160,6,6,6,6,6,1
271450165,7,7,7,7,7,1
271450170,7,7,7,7,7,1
271450180,7,7,7,7,7,1
271450185,7,7,7,7,7,1
271450190,7,7,7,7,7,1
271450192,6,7,6,6,6,1
271450195,7,7,7,7,7,1
271450200,7,7,7,7,7,1
271450205,7,7,7,7,7,1
271450210,7,7,7,7,7,1
271450215,7,7,7,7,7,1
271450225,7,7,7,7,7,1
271450230,6,6,6,7,6,1
271450235,6,6,6,6,6,1
271450245,7,7,7,7,7,1
271450250,7,7,7,7,7,1
271450255,6,6,6,6,6,1
271450260,6,6,6,6,6,1
271450265,6,6,6,6,6,1
271450270,6,6,6,6,6,1
271450275,6,6,6,6,6,1
271450280,6,6,6,6,6,1
271450285,6,6,6,6,6,1
271450290,6,6,6,6,6,1
271450295,6,6,6,6,6,1
271450305,6,6,6,6,6,1
271450307,6,6,6,6,6,1
271450310,6,6,6,6,6,1
271450312,6,6,6,6,6,1
271450315,6,6,6,6,6,1
271450317,6,6,6,6,6,1
271450320,6,6,6,6,6,1
271450330,6,6,6,6,6,1
271450335,6,6,6,6,6,1
271450340,6,6,6,6,6,1
271450345,6,6,6,6,6,1
271450350,6,6,6,6,6,1
271450355,6,6,6,6,6,1
271450360,6,6,6,6,6,1
271450380,6,6,6,6,6,1
271450385,6,6,6,6,6,1
271450390,6,6,6,6,6,1
271450399,7,7,7,7,7,1
271450400,7,7,7,7,7,1
271450404,7,7,7,7,7,1
271450405,6,6,6,6,6,1
271450410,6,6,6,6,6,1
271450414,6,6,6,6,6,1
271450415,6,6,6,6,6,1
271450416,6,6,6,6,6,1
271450417,6,6,6,6,6,1
271450418,6,6,6,6,6,1
271450419,6,6,6,6,6,1
271450420,7,7,7,7,7,1
271450430,7,7,7,7,7,1
271450434,7,7,7,7,7,1
271450435,7,7,7,7,7,1
271450440,6,6,6,6,6,1
271450441,6,6,6,6,6,1
271450442,6,6,6,6,6,1
271450443,6,6,6,6,6,1
271450445,6,6,7,6,6,1
271450450,7,7,7,7,7,1
271530080,7,7,7,7,7,1
271530085,7,7,7,7,7,1
271490005,7,7,7,7,7,1
271490010,7,7,7,7,7,1
271490015,7,7,7,7,7,1
271490020,7,7,7,7,7,1
271490025,7,7,7,7,7,1
271490030,7,7,7,7,7,1
271490040,7,7,7,7,7,1
271490045,7,7,7,7,7,1
271490050,7,7,7,7,7,1
271490055,7,7,7,7,7,1
271490060,7,7,7,7,7,1
271490065,7,7,7,7,7,1
271490072,7,7,7,7,7,1
271490073,7,7,7,7,7,1
271490075,7,7,7,7,7,1
271490076,7,7,7,7,7,1
271490080,7,7,7,7,7,1
271490081,7,7,7,7,7,1
271490085,7,7,7,7,7,1
271490090,7,7,7,7,7,1
271490095,7,7,7,7,7,1
271490100,7,7,7,7,7,1
271490105,7,7,7,7,7,1
271490110,7,7,7,7,7,1
271490115,7,7,7,7,7,1
271510005,7,7,7,7,7,1
271510010,7,7,7,7,7,1
271510015,7,7,7,7,7,1
271510020,7,7,7,7,7,1
271510025,7,7,7,7,7,1
271510030,7,7,7,7,7,1
271510035,7,7,7,7,7,1
271510040,7,7,7,7,7,1
271510045,7,7,7,7,7,1
271510050,7,7,7,7,7,1
271510055,7,7,7,7,7,1
271510060,7,7,7,7,7,1
271510065,7,7,7,7,7,1
271510070,7,7,7,7,7,1
271510075,7,7,7,7,7,1
271510080,7,7,7,7,7,1
271510085,7,7,7,7,7,1
271510090,7,7,7,7,7,1
271510095,7,7,7,7,7,1
271510100,7,7,7,7,7,1
271510105,7,7,7,7,7,1
271510110,7,7,7,7,7,1
271510115,7,7,7,7,7,1
271510120,7,7,7,7,7,1
271510125,7,7,7,7,7,1
271510130,7,7,7,7,7,1
271510135,7,7,7,7,7,1
271510140,7,7,7,7,7,1
